text,rating,label,clean_text,text_length
"Kebanyakan di tangguhkan plus kesalahan teknisi dab hal. Di mohon untuk perbaikan hal seperti ini, aku harap kedepannya akun saya cepat di pulihkan segera mungkin. Capek di tangguhkan terus tidak ada perubahan signifikan padahal konten isisan sensitif semua bahkan di bawa unur pun. Sadar dan jangan terlalu di batasi. Ada kah ada berkuasa",1,negative,banyak tangguh plus salah teknisi dab mohon baik harap depan akun cepat pulih capek tangguh ubah signifikan konten isis sensitif bawa unur sadar batas kah kuasa,160
better,4,positive,better,6
appan coba ga bisa masuk,1,negative,appan coba ga masuk,19
Akun tiba-tiba terkunci dan tidak bisa dibuka,1,negative,akun kunci buka,15
"kenapa ga bisa posting video dah, gagal mulu, aneh",1,negative,ga posting video dah gagal mulu aneh,36
Berat ini apk sekarang,1,negative,berat apk,9
Aplikasi bokep terbaik,5,positive,aplikasi bokep baik,19
oke bnget,5,positive,oke bnget,9
"Ga tau kok akun ku terbatas banget masa sehari cuma bisa follow 5 orang, bahkan like, reply, quotes, sama bookmark dibatasin kek????? Anjay la... Jelek banget sekarang",2,negative,ga tau akun ku batas banget hari follow orang like reply quotes bookmark dibatasin kek anjay la jelek banget,108
aneh belum pernah masuk tapi pas mau buat akun pake google malah email sudah pernah digunakan,1,negative,aneh masuk pas akun pake google email,37
"Akun diretas,minta balik g bsa krn sama hacker turki diganti 2 fa,di ksi sc bukti klo diretas tetap g bsa.skrg akun di blokir,ga blh bikin akun lg,mantap x",1,negative,akun retas g bsa krn hacker turki ganti fa ksi sc bukti klo retas g bsa skrg akun blokir ga blh bikin akun lg mantap x,118
mantap bagus banget,5,positive,mantap bagus banget,19
banyak banget nemu video bokep,5,positive,banget nemu video bokep,23
"Tolong akun saya di tangguhkan, please lah x kembali kan akun saya",5,positive,tolong akun tangguh please x akun,33
akun gua di tangguhkan oyy gimana ini,1,negative,akun gua tangguh oyy gimana,27
"ngasih bintang 1 aja udah gak sudi, harusnya ada opsi bintang 0. akun X saya tiba-tiba kena suspend dan gak bisa di balikin lagi, padahal saya tidak merasa melanggar aturan yang ada di X, saya buka X aja cuma liat informasi tapi kok bisa kena suspend? gak masuk akal. mana sekarang sering banget ngelag dan lemot.",1,negative,ngasih bintang aja udah gak sudi opsi bintang akun x kena suspend gak balikin langgar atur x buka x aja liat informasi kena suspend gak masuk akal banget ngelag lot,164
"Aplikasi boke tiap buka pasti ada boke, tiada hari tanpa boke tpi selalu disensor hadehh, klo ngasih yg niat lah Jangan ngasih liat 99/100 Tanggung itu tinggal buka semuanya aja gpp Biar puas",4,positive,aplikasi boke buka boke tiada boke tpi sensor hadehh klo ngasih yg niat ngasih liat tanggung tinggal buka aja gpp biar puas,123
Masih bagus Twitter setlh jadi X dh nggk bagus lagi 👎👎👎,2,negative,bagus twitter setlh x dh nggk bagus,35
"Kalau bisa postingan status jgn d batasi karakter komentarnya, sepeti medsos lainya...sy kasi bintang 4 aja",4,positive,postingan status jgn d batas karakter komentar sepet medsos lai sy kasi bintang aja,83
Aplikasi Aneh masak akun di kunci hapus aja,1,negative,aplikasi aneh masak akun kunci hapus aja,40
"twit bagus banget sumpah, rekomend banget apalagi buat yang nyari berita terkini, update an kpop dll. love u twit",5,positive,twit bagus banget sumpah rekomend banget nyari berita kini update an kpop dll love u twit,89
0k lumayan deuh,5,positive,k lumayan deuh,14
"bagus sih , tapi sering keluar sendiri, sering tiba tiba gak bisa masuk",4,positive,bagus sih gak masuk,19
"Lebih banyak mendapatkan informasi tentang dunia Maya, HOBY, pengetahuan, informasi berita,music, filem dll ,top banget dah X👍👍🌟🌟🌟🌟🌟",5,positive,informasi dunia maya hoby tahu informasi berita music filem dll top banget dah x,80
Ok ok 👍👍👍👍,5,positive,ok ok,5
sangat bagus dan yap,5,positive,bagus yap,9
Intalan gagal,5,positive,intalan gagal,13
eror woi,2,negative,eror woi,8
Aplikasi ini tida ada pilter.... Bisa di salah gunakan...,1,negative,aplikasi tida pilter salah,26
"Aku kasih bintang satu kesal sekali saya,, selalu keluar trus dari akun,, sudah itu memberikan recapcah, yang tidak sinkron. Aku paling kesal dengan recapcah, angka jumblah tidak sinkron padahal sudah betul tidak salah, masih tidak sinkron. Payah.",1,negative,kasih bintang kesal trus akun recapcah sinkron kesal recapcah angka jumblah sinkron salah sinkron payah,103
"Aplikasi gembel gak bisa di pake tutup aja aplikasinya, No recomend 👎👎",5,positive,aplikasi gembel gak pake tutup aja aplikasi no recomend,55
"Vedeonya jangan kebanyakan orang bule,tampilkan lebih banyak vedeo asli orang Indonesia",5,positive,vedeonya banyak orang bule tampil vedeo asli orang indonesia,60
"Bikin apk yg bener dikit lah kocak,gw baru buat akun masa ke ban gak jelas bet,suruh masukin kode verifikasi malah gak muncul muncul Facebook > X",1,negative,bikin apk yg bener dikit kocak gw akun ban gak bet suruh masukin kode verifikasi gak muncul muncul facebook x,109
Lemot bg,3,neutral,lot bg,6
"Gak tau kenapa x jadi suka suspend akun terus, lebih suka versi lama karena versi baru ini kayak gak jelas",2,negative,gak tau x suka suspend akun suka versi versi kayak gak,54
Perbaikilah min buat login pubg eror,1,negative,baik min login pubg eror,24
Kesal bngt sumpah ..tiba-tiba ditangguhkan gtu aja akun gua .padhl kagak pernah posting atau share sesuatu yg berbau porno kekerasan atau lain nya..tiba² aja di tangguhkan KESAL,1,negative,kesal bngt sumpah tangguh gtu aja akun gua padhl kagak posting share yg bau porno keras nya tiba aja tangguh kesal,114
"KENAPA AKUN GUE TB"" KE LOG OUT, GABISA LOGIN LAGI PLS, TLG BANTUANNYA, UDH LOG IN PAKE EMAIL TPI TULISANNYA UNABLE TO COMPLETE REQUEST, EMOSI GUE",1,negative,akun gue tb log out gabisa login pls tlg bantu udh log in pake email tpi tulis unable to complete request emosi gue,115
"Sering banget logout sendiri, makin lama makin bobrok",1,negative,banget logout bobrok,20
Harus di suruh berlangganan biar bisa akses lebih,1,negative,suruh langgan biar akses,24
"Taikk X taikkk , gabisa login , akun logout sendiri",1,negative,taikk x taikk gabisa login akun logout,38
"Kenapa akun sy TDK bisa login,selalu diminta email ,no hp , itu akun dari pertama pakai Twitter 2007,mhn di tindak lanjuti,(Sekarang sudah baikan MANTAP )",5,positive,akun sy tdk login email no hp akun pakai twitter mhn tindak lanjut baik mantap,78
"tolong dong kalo di update jangan makin downgrade, kadang kalo pasang ava apalagi ava png suka ngeblur 😢",1,negative,tolong kalo update downgrade kadang kalo pasang ava ava png suka ngeblur,72
"keren, grgr x bisa dapet banyak informasi lebih dluan, tapi saya kurang suka saat akun saya suka tbtb hilang dan itu biasanya klo lagi eror bisa lama bgt",4,positive,keren grgr x dapet informasi dluan suka akun suka tbtb hilang klo eror bgt,74
Bad experience👎,1,negative,bad experience,14
ga bisa buat akun baru... suka log out trus.. trus di suruh tulis kode verifikasi tapi g di kirim dari SMS ny..,1,negative,ga akun suka log out trus trus suruh tulis kode verifikasi g kirim sms ny,73
akun keluar mau masuk ga bisa lagi payah,1,negative,akun masuk ga payah,19
Kenapa udah 2 hari ini tidak bisa dibuka?? Langsung keluar sendiri,1,negative,udah buka langsung,18
"Apk rusak, masa mau daftar aja refles ulang Mulu, tolong ya ini di perbaiki apk nya!!",1,negative,apk rusak daftar aja refles ulang mulu tolong ya baik apk nya,61
Sangat bermanfaat aplikasi ini saya sennag,5,positive,manfaat aplikasi sennag,23
Sangat mudah untuk mengakses informasi,5,positive,mudah akses informasi,21
Dari 100% nilai saya 25%,5,positive,nilai,5
Tolong buat developer X perbaiki kalo lagi nonton video suka ke refresh sendiri dan kalo upload foto suka ada glitch di bawah foto nya,2,negative,tolong developer x baik kalo nonton video suka refresh kalo upload foto suka glitch foto nya,92
"Tolong untuk pihak x saya tidak bisa daftar karena katanya email saya sudah terdaftar, padahal belum,dan saya baru pertama kali download x .tolong untuk di perbaiki 🙏🏻",1,negative,tolong x daftar email daftar kali download x tolong baik,56
Ketika akun tidak di gunakan untuk beberapa hari..dan ya langsung kena di tangguhkan,1,negative,akun ya langsung kena tangguh,29
Banya iklan,1,negative,banya iklan,11
Tolong masalah jaringan di perbaiki,1,negative,tolong jaring baik,18
"Apk apaan si sering banget terkunci lagi terkunci lagi, verifikasi berkali kali, tidak seperti apk lainnya, cuma apk ini yang sering banget terkunci lali verifikasi, udah verifikasinya susah harus masukin kode dulu, belum lagi nungguin kodenya Berjam jam,",2,negative,apk si banget kunci kunci verifikasi kali kali apk apk banget kunci lali verifikasi udah verifikasi susah masukin kode nungguin kode jam jam,140
semua bagus si,5,positive,bagus si,8
"Gw Pas pencet berita Dan gw baca Kan masi ada tuh postingan di bawahnya lagi Pas pencet kembali malah ke refresh kan ngeselin parah, padahal mau baca tu beritanya😡😡😡",1,negative,gw pas pencet berita gw baca mas tuh postingan bawah pas pencet refresh ngeselin parah baca tu berita,101
aplikasi setres,2,negative,aplikasi tres,13
"Tiba tiba akun ke suspend, udah banding ga ada tanggapan, padahal itu akun dari tahun 2018. Awalnya ada yang ngehack, udah diganti password-nya terus masih dihack lagi, udah diganti total sampai 3 kali. Udah capek ganti password akhirnya yaudah biarin aja. Ga ngapa ngapain tiba tiba ke suspend. Ga jelas banget aplikasinya sekarang",1,negative,akun suspend udah banding ga tanggap akun ngehack udah ganti password nya dihack udah ganti total kali udah capek ganti password yaudah biarin aja ga ngapa ngapain suspend ga banget aplikasi,190
Setiap saya mengunjungi profil orang lain seya melihat postingan orang tersebut tidak sama dengan jumlah postingan orang tersebut dan jika saya melihat orang mengikuti tidak sama kalo saya melihat,3,neutral,unjung profil orang seya postingan orang postingan orang orang ikut kalo,72
Apk yg bagus sekali menambah pengetahuan setiap artikelnya,5,positive,apk yg bagus tambah tahu artikel,32
Samgat puas,5,positive,samgat puas,11
Bapuk,2,negative,bapuk,5
"Pihak ""X"" tolong ini bug atau emang gitu, di perbaiki Padahal dulu bisa lihat semua postingan sampe habis, tapi kenapa sekarang gak bisa lihat postingan foto sampai habis, mohon di perbaiki🙏 Dan juga sering refres ngulang dari awal pas lihat-lihat postingan Mohon di perbaiki jika itu memang bug🙏",3,neutral,x tolong bug emang gitu baik lihat postingan sampe habis gak lihat postingan foto habis mohon baik refres ngulang pas lihat lihat postingan mohon baik bug,154
"Aku coba dulu tapi bukan sekarang aku kasih 1 ★ dulu, tujuanku sebenarnya daftar twitter ingin pelajari versi kekinian dari meta ai buat dapatkan penghasilan ternyata banyak sekali kendala belum ini belum yang itu astaga semoga aku bisa tolong dev perbaiki bug semoga dipermudah sebelum percobaan dalam jangka waktu sangat panjang. 😕😒",1,negative,coba kasih tuju daftar twitter ajar versi kini meta ai dapat hasil kendala astaga moga tolong dev baik bug moga mudah coba jangka,129
Babus tp hukuman akun saya lama x,5,positive,babus tp hukum akun x,21
gatau kenapa akunku jadi sering ke banned sekarang,1,negative,gatau akun banned,17
"Aplikasi bikin ga mood sumpah, padahal akun masing2 dah dibikin dengan email berbeda, no hp berbeda dah buat jadi akun prodi tapi masih ditangguhkan. Kalau gini ga usah jadi aplikasi, jadi akun militer aja.",1,negative,aplikasi bikin ga mood sumpah akun dah bikin email beda no hp beda dah akun prodi tangguh gin ga aplikasi akun militer aja,122
"PELAYANAN SERVICE SANGAT BURUK DAN TIDAK ADA SOLUSI ATAU TANGGAPAN ,AKUN SAYA KENA HACKED TAPI TIDAK ADA RESPON WALAUPUN UDAH SERING DI COBA UNTUK PENGADUAN,SANGAT MIRIS DAN TIDAK BER INTEGRITAS DALAM HAL SERVICE !!!!",1,negative,layan service buruk solusi tanggap akun kena hacked respon udah coba adu miris ber integritas service,101
@bojolus ku kenapa hilang,5,positive,ku hilang,9
"suka, tapi kenapa sering keluar' mulu ya dari branda?",5,positive,suka mulu ya branda,19
Pertama dengan keunggulan halaman terbaik,4,positive,unggul halaman baik,19
terbaik aplikasi sosmed,5,positive,baik aplikasi sosmed,20
Bug mulu,1,negative,bug mulu,8
"nice app, seru, gampang juga buat liat berita atau something yang lagi viral",5,positive,nice app seru gampang liat berita something viral,49
seru!!bisaa baca au,5,positive,seru bisaa baca au,18
Klu bisa semakin mntp LG isi y,5,positive,klu mntp lg isi y,17
Semenjak amplikasi twiter diganti X jadi lemot,1,negative,semenjak amplikasi twiter ganti x lot,37
"SERING REFRESH SENDIRI, TOLONG DI BENERINNN APLIKASINYA!!!!!!",2,negative,refresh tolong benerinn aplikasi,32
"Sering banget ""gagal mengirim konten"" seolah oleh jaringan internet gak ada padahal internet normal bisa buat stream yt dll tapi gak tau kenapa cuma di x aja seperti gak ada internet. Tolong di perbaiki kembali bug seperti ini",1,negative,banget gagal kirim konten jaring internet gak internet normal stream yt dll gak tau x aja gak internet tolong baik bug,118
Sangat buruk lemot lg,5,positive,buruk lot lg,12
Udh Lama Ga Buka X Sekitar 2-1 Bulanan Tiba-tiba Akun Di Tangguh Kan Dengan Alesan Masalah Autentik/Spam Apaan Coba Tolong Dong,1,negative,udh ga buka x bulan akun tangguh alesan autentik spam coba tolong,65
"BAGUSS, aku bisa liat bias aku tpi kureng krna ga ada translate di postingannya ga kya sosmed lain terus suka ke refresh sendri di perbaiki lagi yah, itu aja sihh yang lain okee",3,neutral,baguss liat bias tpi reng krna ga translate postingannya ga kya sosmed suka refresh sendri baik yah aja sihh okee,113
Sangat berguna karena bisa banyak melihat berita tanpa sensor,5,positive,guna berita sensor,18
Gak bisa di buka aplikasi X.,1,negative,gak buka aplikasi x,19
Aplikasi nya bagus cuman sayang nya banyak video porno sangat berbahaya bagi anak di bawah umur,1,negative,aplikasi nya bagus cuman sayang nya video porno bahaya anak umur,64
Banyak drama,2,negative,drama,5
"akun gue tiba² kesuspend gajelas, tolonglah kek apa pula?! benerinnya gimana cok??",1,negative,akun gue tiba kesuspend gajelas tolong kek benerinnya gimana cok,64
RIBETTTT... TIAP KALI MO NGETWIT AKUN GUE SUKA KELUAR SENDIRIII,1,negative,ribett kali mo ngetwit akun gue suka sendiri,44
Good more news in the world,5,positive,good more news in the world,27
Karna ada jkt48,5,positive,karna jkt,9
gabisa di pakaiiii ruettt puolll,1,negative,gabisa pakai ruett puoll,24
Jelllek bangettttttt,5,positive,jellek bangett,14
"tolong ini kenapa saya kena peringatan terus padahal saya sudah mengikuti peraturan yang ada, saya sedikit heran sama cara kerja x ini, mohon untuk diperbaiki agar tidak error terus ya...",3,neutral,tolong kena ingat ikut atur heran kerja x mohon baik error ya,61
Terlalu banyak aturan. Apa-apa dibatasi. Balikin kayak dululah sebelum diambil alih.,1,negative,atur batas balikin kayak dululah ambil alih,43
bug gabisa refresh sinyal,1,negative,bug gabisa refresh sinyal,25
Tidak apa yg harus di jelaskan karena mau lemot apa tidak hpku akan tetap lemot.,4,positive,yg lot hpku lot,15
"Sementara bintang satu dulu, karena saat baru buka aplikasi X, update timeline sangat lambat dan lama pulihnya sampai berjam-jam. Saya coba perbarui aplikasinya, semoga ada perubahan.",1,negative,bintang buka aplikasi x update timeline lambat pulih jam jam coba baru aplikasi moga ubah,89
Membuat pelajaran yg asik dn menyenangkan,5,positive,ajar yg asik dn senang,22
Tiap ada updatean gw selalu update tapi bug teruss,2,negative,updatean gw update bug teruss,29
"Akun saya selalu keluar sendiri, padahal hnya mengikuti cripto dan airdrop",1,negative,akun hnya ikut cripto airdrop,29
"Semenjak jadi X sering log out sendiri, mau log in lagi pun ga bisa-bisa.",1,negative,semenjak x log out log in ga,28
kacau elonmusk,2,negative,kacau elonmusk,14
Jangan Lupa Mewing,1,negative,lupa wing,9
when tittle is Twitter. care it better,4,positive,when tittle is twitter care it better,37
ouhhh🫦,5,positive,ouhh,4
lemooottt kontooolllllllll,1,negative,lemoott kontooll,16
Sippp okeyy,5,positive,sipp okeyy,10
Ini apelikasi oke lah,5,positive,apelikasi oke,13
Saya sangat kecewa dengan aplikasi Twitter yang sekarang tiba tiba akun keluar sendiri kadang baru 2 hari bikin akun besok nya tiba tiba akun keluar sendiri dan kalau bisa update selanjutnya dibikin simple untuk login masuk ya sama seperti Instagram,2,negative,kecewa aplikasi twitter akun kadang bikin akun besok nya akun update bikin simple login masuk ya instagram,106
